Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);IPI 410 (S1);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MOW 217 (S1);MPR 213 (S1);MSD 210 (S1);MTV 310 (S1);MTX 221 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (S2);SWK 210 (S1);WTW 158 (S1);WTW 161 (S2);WTW 168 (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (S1);WTW 263 (S2);Target
11150000;90.0;90.0;NA;87.0;NA;86.0;88.0;NA;80.0;88.0;NA;78.0;99.0;NA;NA;NA;NA;NA;NA;NA;72.0;90.0;88.0;75.0;91.0;88.0;90.0;92.0;NA;69.0;90.0;71.0;66.0;NA;96.0;93.0;87.0;95.0;88.0;88.0;91.0;Graduated_0
11150034;60.0;66.0;NA;34.0;NA;NA;38.0;NA;NA;32.0;0.0;59.0;69.0;55.0;44.0;65.0;50.0;53.0;50.0;50.0;66.0;73.0;NA;NA;50.0;51.0;50.0;53.0;NA;37.0;NA;NA;0.0;36.0;23.0;0.0;0.0;32.0;40.0;53.0;62.0;Graduated_2
11151511;NA;NA;NA;29.0;66.0;63.0;NA;NA;NA;41.0;54.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.0;NA;NA;NA;NA;NA;NA;NA;41.0;NA;65.0;78.0;NA;NA;0.0;50.0;NA;NA;NA;NA;NA;Graduated (T)
11152843;54.0;69.0;54.0;NA;NA;70.0;NA;54.0;NA;NA;68.0;75.0;85.0;NA;NA;NA;NA;NA;NA;NA;47.0;68.0;NA;45.0;52.0;52.0;NA;64.0;43.0;54.0;78.0;68.0;55.0;NA;59.0;73.0;52.0;59.0;73.0;60.0;69.0;Graduated_0
11152852;54.0;52.0;NA;54.0;NA;NA;57.0;NA;55.0;50.0;NA;70.0;93.0;71.0;63.0;64.0;54.0;64.0;67.0;68.0;69.0;73.0;73.0;65.0;57.0;55.0;50.0;43.0;NA;34.0;NA;NA;63.0;NA;50.0;56.0;50.0;50.0;52.0;51.0;54.0;Graduated_2
11153297;38.0;70.0;NA;54.0;NA;NA;55.0;NA;41.0;50.0;NA;67.0;97.0;50.0;55.0;50.0;56.0;61.0;61.0;70.0;0.0;72.0;NA;NA;NA;40.0;NA;NA;NA;44.0;NA;NA;52.0;NA;50.0;35.0;50.0;40.0;36.0;40.0;50.0;Graduated_3
11153769;59.0;0.0;NA;61.0;NA;0.0;68.0;NA;56.0;62.0;NA;66.0;65.0;69.0;NA;NA;77.0;67.0;NA;65.0;50.0;60.0;60.0;50.0;50.0;50.0;56.0;64.0;NA;50.0;NA;NA;54.0;NA;77.0;66.0;60.0;56.0;67.0;69.0;70.0;Graduated_3
11154374;NA;NA;NA;45.0;NA;NA;29.0;36.0;NA;0.0;50.0;NA;90.0;52.0;50.0;54.0;63.0;36.0;40.0;55.0;52.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35.0;NA;31.0;38.0;0.0;NA;NA;NA;NA;Graduated (T)
11154463;80.0;NA;69.0;NA;NA;85.0;NA;85.0;NA;NA;80.0;78.0;96.0;NA;NA;NA;NA;NA;NA;NA;76.0;NA;NA;NA;75.0;NA;NA;NA;58.0;NA;85.0;62.0;62.0;65.0;77.0;87.0;84.0;80.0;78.0;79.0;80.0;Graduated_0
11155061;62.0;73.0;NA;68.0;NA;NA;70.0;NA;NA;54.0;NA;61.0;69.0;53.0;70.0;51.0;71.0;66.0;58.0;67.0;37.0;66.0;NA;NA;44.0;58.0;52.0;70.0;NA;43.0;NA;NA;55.0;50.0;55.0;64.0;68.0;63.0;57.0;75.0;67.0;Graduated_1
11155125;53.0;91.0;36.0;42.0;NA;79.0;30.0;58.0;NA;50.0;NA;79.0;88.0;NA;NA;NA;NA;NA;NA;NA;50.0;69.0;NA;50.0;55.0;50.0;NA;70.0;NA;0.0;76.0;62.0;NA;NA;63.0;54.0;41.0;52.0;50.0;50.0;65.0;Graduated_1
11155524;78.0;56.0;50.0;NA;NA;NA;50.0;NA;NA;NA;52.0;64.0;0.0;56.0;50.0;50.0;71.0;54.0;30.0;58.0;50.0;69.0;NA;0.0;52.0;53.0;NA;52.0;NA;40.0;NA;NA;NA;NA;54.0;56.0;50.0;50.0;56.0;55.0;0.0;Graduated_2
11156181;60.0;50.0;50.0;NA;57.0;70.0;NA;57.0;34.0;NA;64.0;62.0;89.0;NA;NA;NA;NA;NA;NA;NA;50.0;72.0;NA;NA;66.0;50.0;62.0;NA;50.0;NA;78.0;81.0;41.0;NA;58.0;52.0;50.0;69.0;61.0;59.0;56.0;Graduated_1
11157756;NA;NA;NA;42.0;NA;NA;35.0;NA;NA;36.0;NA;NA;92.0;56.0;47.0;50.0;62.0;55.0;50.0;62.0;50.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;37.0;57.0;36.0;41.0;NA;NA;NA;NA;Graduated (T)
11157802;65.0;67.0;38.0;NA;81.0;72.0;NA;72.0;50.0;50.0;NA;NA;99.0;NA;NA;NA;NA;NA;NA;NA;57.0;68.0;NA;NA;64.0;NA;NA;NA;NA;NA;63.0;61.0;67.0;52.0;52.0;64.0;50.0;50.0;50.0;50.0;47.0;Graduated_1
11159015;50.0;65.0;50.0;NA;NA;79.0;NA;44.0;64.0;57.0;NA;NA;78.0;NA;NA;NA;NA;NA;NA;NA;48.0;82.0;NA;NA;70.0;NA;NA;NA;NA;NA;41.0;NA;NA;50.0;36.0;45.0;35.0;60.0;53.0;59.0;51.0;Graduated_1
11161893;55.0;62.0;50.0;NA;NA;NA;38.0;NA;NA;NA;47.0;69.0;75.0;58.0;42.0;51.0;63.0;59.0;52.0;60.0;47.0;71.0;NA;55.0;40.0;58.0;NA;38.0;NA;40.0;NA;NA;50.0;39.0;64.0;56.0;42.0;50.0;41.0;42.0;40.0;Graduated_3
11163225;80.0;NA;8.0;90.0;NA;NA;57.0;NA;NA;NA;35.0;NA;80.0;47.0;35.0;54.0;56.0;47.0;75.0;60.0;50.0;NA;NA;NA;NA;NA;NA;NA;NA;39.0;NA;NA;57.0;66.0;50.0;50.0;50.0;62.0;63.0;40.0;54.0;Active (BEng)
11164132;50.0;54.0;35.0;NA;70.0;76.0;57.0;35.0;46.0;NA;59.0;62.0;85.0;NA;NA;NA;NA;NA;NA;NA;50.0;65.0;NA;NA;NA;42.0;NA;NA;34.0;NA;50.0;54.0;NA;NA;52.0;40.0;40.0;0.0;50.0;0.0;50.0;Active (BEng)
11164222;70.0;71.0;NA;70.0;NA;86.0;69.0;NA;59.0;72.0;NA;67.0;89.0;NA;NA;NA;NA;NA;NA;NA;65.0;71.0;79.0;63.0;83.0;56.0;73.0;75.0;NA;55.0;86.0;73.0;51.0;NA;85.0;78.0;60.0;72.0;65.0;50.0;70.0;Graduated_1
11170639;58.0;59.0;NA;50.0;NA;NA;61.0;NA;NA;32.0;51.0;65.0;96.0;58.0;67.0;62.0;61.0;53.0;75.0;75.0;59.0;62.0;NA;NA;50.0;50.0;41.0;45.0;NA;39.0;NA;NA;57.0;48.0;39.0;66.0;50.0;53.0;69.0;55.0;59.0;Graduated_2
11171279;64.0;53.0;NA;40.0;NA;NA;54.0;NA;47.0;59.0;NA;64.0;73.0;62.0;52.0;64.0;74.0;50.0;67.0;62.0;58.0;64.0;69.0;51.0;42.0;51.0;55.0;78.0;NA;59.0;NA;NA;58.0;NA;65.0;51.0;51.0;53.0;62.0;66.0;63.0;Active (BEng)
11172071;NA;NA;NA;0.0;77.0;58.0;36.0;NA;NA;34.0;0.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.0;NA;NA;NA;NA;NA;NA;NA;NA;0.0;50.0;42.0;0.0;NA;37.0;0.0;0.0;NA;NA;NA;NA;Graduated (T)
11174979;52.0;30.0;51.0;NA;NA;69.0;42.0;35.0;42.0;NA;52.0;59.0;84.0;NA;NA;NA;NA;NA;NA;NA;53.0;68.0;NA;NA;43.0;35.0;61.0;NA;50.0;NA;59.0;65.0;58.0;NA;63.0;40.0;40.0;33.0;44.0;52.0;42.0;Graduated_3
11175002;50.0;75.0;NA;50.0;82.0;69.0;45.0;NA;54.0;53.0;NA;52.0;69.0;NA;NA;NA;NA;NA;NA;NA;52.0;62.0;65.0;52.0;57.0;54.0;74.0;40.0;NA;43.0;58.0;69.0;NA;NA;65.0;51.0;40.0;50.0;54.0;54.0;47.0;Graduated_1
11175070;83.0;87.0;69.0;NA;NA;75.0;NA;83.0;NA;NA;85.0;80.0;99.0;NA;NA;NA;NA;NA;NA;NA;79.0;67.0;NA;NA;NA;72.0;NA;NA;65.0;NA;91.0;72.0;61.0;NA;92.0;89.0;83.0;90.0;94.0;82.0;85.0;Graduated_0
11175096;36.0;51.0;NA;56.0;NA;NA;71.0;NA;56.0;51.0;NA;60.0;82.0;55.0;64.0;65.0;60.0;60.0;62.0;59.0;68.0;67.0;58.0;49.0;60.0;41.0;43.0;50.0;NA;36.0;NA;NA;63.0;NA;46.0;50.0;42.0;35.0;52.0;60.0;53.0;Active (BEng)
11175100;76.0;64.0;75.0;NA;NA;84.0;NA;73.0;NA;NA;84.0;75.0;99.0;NA;NA;NA;NA;NA;NA;NA;75.0;71.0;NA;NA;NA;69.0;NA;NA;59.0;NA;77.0;74.0;54.0;NA;90.0;79.0;75.0;79.0;76.0;82.0;82.0;Graduated_0
11175258;79.0;81.0;NA;58.0;NA;84.0;56.0;NA;80.0;60.0;NA;67.0;97.0;NA;NA;NA;NA;NA;NA;NA;73.0;73.0;85.0;67.0;91.0;57.0;64.0;80.0;NA;48.0;60.0;63.0;NA;NA;69.0;66.0;50.0;76.0;55.0;69.0;60.0;Graduated_1
11175690;51.0;65.0;50.0;NA;NA;NA;50.0;NA;53.0;NA;61.0;NA;83.0;63.0;50.0;50.0;60.0;55.0;66.0;63.0;33.0;70.0;NA;NA;50.0;NA;NA;NA;NA;NA;NA;NA;58.0;42.0;50.0;50.0;50.0;57.0;53.0;62.0;55.0;Graduated_3
11177196;60.0;NA;56.0;NA;NA;NA;53.0;NA;NA;NA;60.0;67.0;98.0;63.0;60.0;63.0;66.0;57.0;75.0;73.0;56.0;NA;NA;NA;50.0;NA;NA;NA;50.0;43.0;NA;NA;50.0;52.0;50.0;64.0;56.0;80.0;72.0;58.0;55.0;Graduated_1
11180367;68.0;NA;50.0;NA;NA;72.0;NA;75.0;NA;NA;57.0;52.0;87.0;NA;NA;NA;NA;NA;NA;NA;68.0;NA;NA;NA;68.0;NA;NA;NA;55.0;NA;57.0;76.0;65.0;54.0;61.0;69.0;50.0;59.0;50.0;61.0;66.0;Graduated_0
11180375;70.0;77.0;NA;50.0;NA;77.0;50.0;NA;69.0;60.0;NA;71.0;97.0;NA;NA;NA;NA;NA;NA;NA;61.0;70.0;71.0;62.0;79.0;50.0;54.0;64.0;NA;38.0;77.0;72.0;38.0;NA;52.0;68.0;50.0;45.0;29.0;40.0;50.0;Graduated_1
11181321;80.0;71.0;53.0;NA;NA;78.0;NA;62.0;64.0;61.0;NA;65.0;100.0;NA;NA;NA;NA;NA;NA;NA;56.0;77.0;NA;66.0;60.0;57.0;77.0;67.0;NA;60.0;82.0;62.0;42.0;NA;58.0;76.0;64.0;71.0;55.0;61.0;60.0;Graduated_1
11183022;0.0;51.0;61.0;NA;NA;84.0;NA;78.0;NA;NA;61.0;56.0;75.0;NA;NA;NA;NA;NA;NA;NA;76.0;50.0;NA;NA;NA;33.0;NA;NA;56.0;NA;60.0;69.0;50.0;NA;70.0;64.0;60.0;48.0;52.0;34.0;0.0;Graduated_3
11185393;31.0;69.0;50.0;42.0;69.0;70.0;45.0;NA;57.0;54.0;NA;72.0;82.0;NA;NA;NA;NA;NA;NA;NA;50.0;67.0;69.0;0.0;51.0;42.0;39.0;43.0;53.0;37.0;54.0;68.0;NA;NA;46.0;0.0;50.0;42.0;50.0;56.0;55.0;Graduated_3
11185989;50.0;52.0;50.0;NA;58.0;75.0;NA;59.0;NA;NA;54.0;69.0;72.0;NA;NA;NA;NA;NA;NA;NA;50.0;61.0;NA;NA;41.0;50.0;41.0;54.0;50.0;NA;60.0;69.0;NA;0.0;64.0;69.0;55.0;45.0;53.0;55.0;53.0;Graduated_2
11190443;64.0;52.0;75.0;NA;55.0;72.0;NA;73.0;NA;NA;75.0;53.0;69.0;NA;NA;NA;NA;NA;NA;NA;20.0;65.0;NA;NA;NA;50.0;NA;NA;56.0;NA;51.0;44.0;39.0;NA;75.0;78.0;79.0;62.0;75.0;67.0;66.0;Graduated_2
11196794;56.0;73.0;NA;55.0;81.0;71.0;52.0;NA;NA;51.0;NA;65.0;80.0;NA;NA;NA;NA;NA;NA;NA;52.0;68.0;NA;66.0;59.0;58.0;NA;75.0;56.0;NA;62.0;65.0;36.0;NA;61.0;65.0;66.0;62.0;52.0;62.0;73.0;Graduated_1
11196948;NA;NA;NA;40.0;NA;57.0;26.0;52.0;NA;50.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.0;NA;60.0;NA;59.0;NA;NA;NA;30.0;NA;50.0;50.0;NA;NA;35.0;0.0;NA;NA;NA;NA;NA;Graduated (T)
11196964;50.0;50.0;NA;38.0;78.0;75.0;50.0;NA;54.0;53.0;NA;50.0;76.0;NA;NA;NA;NA;NA;NA;NA;69.0;61.0;56.0;56.0;73.0;61.0;50.0;62.0;NA;42.0;59.0;73.0;50.0;NA;68.0;52.0;50.0;61.0;55.0;59.0;54.0;Graduated_1
11197014;61.0;71.0;52.0;NA;NA;NA;62.0;NA;54.0;NA;61.0;NA;75.0;50.0;59.0;54.0;67.0;53.0;70.0;66.0;50.0;66.0;NA;NA;71.0;NA;NA;NA;NA;NA;NA;NA;64.0;58.0;55.0;54.0;50.0;64.0;66.0;58.0;54.0;Graduated_2
11197359;NA;NA;33.0;NA;NA;NA;NA;NA;NA;NA;38.0;NA;NA;61.0;NA;NA;50.0;55.0;NA;50.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11197677;42.0;61.0;46.0;NA;50.0;61.0;NA;61.0;NA;NA;69.0;65.0;75.0;NA;NA;NA;NA;NA;NA;NA;28.0;61.0;NA;NA;37.0;55.0;54.0;50.0;31.0;37.0;NA;NA;NA;50.0;63.0;53.0;54.0;50.0;50.0;50.0;41.0;Graduated_3
11197880;NA;NA;34.0;NA;81.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.0;NA;NA;NA;NA;NA;NA;NA;43.0;NA;66.0;NA;NA;NA;45.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11197928;54.0;68.0;28.0;NA;0.0;64.0;NA;70.0;50.0;50.0;NA;68.0;93.0;NA;NA;NA;NA;NA;NA;NA;24.0;68.0;NA;NA;51.0;65.0;50.0;NA;NA;61.0;NA;NA;50.0;59.0;50.0;77.0;53.0;61.0;52.0;64.0;66.0;Graduated_3
11198452;67.0;55.0;66.0;NA;NA;72.0;NA;94.0;NA;NA;81.0;50.0;80.0;NA;NA;NA;NA;NA;NA;NA;68.0;64.0;NA;NA;NA;70.0;NA;NA;58.0;NA;62.0;59.0;53.0;NA;78.0;89.0;75.0;64.0;69.0;58.0;61.0;Graduated_0
11199050;75.0;80.0;58.0;NA;NA;84.0;NA;78.0;NA;NA;73.0;72.0;99.0;NA;NA;NA;NA;NA;NA;NA;84.0;76.0;NA;NA;NA;76.0;NA;NA;68.0;NA;85.0;71.0;80.0;NA;89.0;75.0;72.0;85.0;87.0;77.0;86.0;Active (BEng)
11199203;71.0;NA;58.0;NA;62.0;80.0;NA;71.0;NA;NA;63.0;54.0;91.0;NA;NA;NA;NA;NA;NA;NA;68.0;NA;NA;NA;64.0;NA;NA;NA;54.0;NA;50.0;68.0;62.0;75.0;56.0;81.0;60.0;68.0;64.0;62.0;56.0;Graduated_0
11199522;63.0;50.0;65.0;NA;NA;83.0;NA;86.0;NA;NA;86.0;69.0;99.0;NA;NA;NA;NA;NA;NA;NA;65.0;66.0;NA;NA;NA;58.0;NA;NA;69.0;NA;88.0;68.0;69.0;NA;82.0;86.0;80.0;65.0;59.0;61.0;51.0;Graduated_1
11199662;54.0;51.0;NA;45.0;74.0;76.0;50.0;NA;46.0;50.0;NA;67.0;96.0;NA;NA;NA;NA;NA;NA;NA;64.0;73.0;72.0;53.0;55.0;38.0;47.0;50.0;NA;34.0;79.0;56.0;64.0;NA;40.0;61.0;50.0;40.0;44.0;57.0;40.0;Graduated_3
11199866;57.0;54.0;50.0;NA;NA;NA;55.0;NA;64.0;NA;57.0;NA;95.0;75.0;64.0;69.0;69.0;66.0;64.0;67.0;60.0;68.0;NA;NA;82.0;NA;NA;NA;NA;NA;NA;NA;57.0;50.0;54.0;51.0;42.0;52.0;50.0;65.0;55.0;Graduated_1
11200236;53.0;50.0;50.0;NA;NA;78.0;62.0;44.0;63.0;NA;52.0;65.0;79.0;NA;NA;NA;NA;NA;NA;NA;67.0;71.0;69.0;52.0;76.0;58.0;50.0;58.0;50.0;NA;58.0;65.0;42.0;NA;58.0;69.0;43.0;52.0;56.0;60.0;50.0;Graduated_1
11200597;56.0;69.0;NA;64.0;NA;NA;51.0;NA;44.0;51.0;NA;82.0;99.0;76.0;63.0;65.0;59.0;77.0;55.0;81.0;72.0;68.0;NA;NA;41.0;38.0;44.0;NA;50.0;48.0;NA;NA;54.0;NA;31.0;60.0;43.0;42.0;36.0;40.0;0.0;Graduated_3
11200708;55.0;65.0;NA;53.0;NA;NA;67.0;NA;NA;53.0;NA;65.0;94.0;72.0;63.0;76.0;72.0;79.0;63.0;75.0;73.0;73.0;NA;NA;57.0;38.0;40.0;52.0;NA;51.0;NA;NA;NA;50.0;43.0;41.0;37.0;50.0;58.0;81.0;56.0;Graduated_2
11201208;64.0;72.0;NA;51.0;NA;NA;60.0;NA;50.0;40.0;NA;60.0;78.0;62.0;57.0;63.0;55.0;67.0;70.0;55.0;65.0;72.0;NA;NA;59.0;62.0;50.0;NA;NA;50.0;NA;NA;59.0;NA;24.0;53.0;43.0;54.0;56.0;58.0;53.0;Graduated_2
11201330;40.0;50.0;NA;0.0;NA;68.0;28.0;NA;NA;16.0;69.0;65.0;72.0;NA;NA;NA;NA;NA;NA;NA;58.0;69.0;62.0;63.0;59.0;50.0;50.0;47.0;NA;0.0;43.0;NA;0.0;NA;43.0;56.0;50.0;41.0;47.0;36.0;51.0;Graduated_2
11202115;0.0;30.0;NA;52.0;70.0;78.0;50.0;NA;28.0;58.0;NA;51.0;79.0;NA;NA;NA;NA;NA;NA;NA;53.0;0.0;67.0;0.0;62.0;41.0;40.0;41.0;NA;40.0;66.0;77.0;NA;NA;54.0;50.0;50.0;37.0;50.0;44.0;0.0;Active (BEng)
11202514;50.0;64.0;28.0;38.0;NA;76.0;50.0;NA;50.0;56.0;NA;64.0;83.0;NA;NA;NA;NA;NA;NA;NA;63.0;69.0;85.0;51.0;80.0;0.0;58.0;50.0;NA;46.0;50.0;60.0;26.0;NA;57.0;44.0;38.0;50.0;50.0;46.0;50.0;Graduated_2
11202735;33.0;NA;33.0;62.0;70.0;70.0;NA;50.0;NA;NA;68.0;52.0;75.0;NA;NA;NA;NA;NA;NA;NA;58.0;NA;NA;NA;52.0;NA;NA;NA;35.0;38.0;76.0;65.0;NA;50.0;55.0;62.0;46.0;34.0;41.0;51.0;55.0;Active (BEng)
11202760;72.0;84.0;55.0;NA;NA;78.0;NA;61.0;57.0;84.0;NA;68.0;97.0;NA;NA;NA;NA;NA;NA;NA;76.0;80.0;NA;82.0;87.0;68.0;82.0;NA;NA;68.0;70.0;73.0;65.0;58.0;71.0;73.0;62.0;68.0;61.0;75.0;72.0;Graduated_1
11202956;43.0;50.0;50.0;NA;NA;79.0;50.0;0.0;56.0;NA;51.0;72.0;90.0;NA;NA;NA;NA;NA;NA;NA;56.0;76.0;67.0;43.0;90.0;37.0;46.0;56.0;50.0;NA;73.0;71.0;36.0;NA;52.0;38.0;41.0;31.0;50.0;50.0;50.0;Active (BEng)
11202972;59.0;65.0;NA;62.0;78.0;81.0;59.0;NA;54.0;65.0;NA;78.0;97.0;NA;NA;NA;NA;NA;NA;NA;62.0;73.0;86.0;59.0;60.0;59.0;75.0;62.0;NA;57.0;79.0;68.0;44.0;NA;69.0;70.0;58.0;55.0;69.0;62.0;57.0;Graduated_1
11203031;62.0;65.0;50.0;NA;NA;84.0;NA;58.0;51.0;72.0;NA;NA;94.0;NA;NA;NA;NA;NA;NA;NA;50.0;75.0;NA;NA;78.0;NA;NA;NA;NA;NA;81.0;61.0;51.0;55.0;57.0;66.0;61.0;58.0;56.0;55.0;69.0;Graduated_1
11203316;75.0;84.0;59.0;NA;NA;82.0;NA;68.0;66.0;75.0;NA;NA;80.0;NA;NA;NA;NA;NA;NA;NA;71.0;77.0;NA;NA;83.0;NA;NA;NA;NA;NA;75.0;69.0;60.0;85.0;76.0;83.0;62.0;73.0;71.0;67.0;83.0;Graduated_0
11203448;53.0;55.0;NA;52.0;76.0;70.0;37.0;NA;NA;26.0;50.0;58.0;93.0;NA;NA;NA;NA;NA;NA;NA;73.0;70.0;NA;53.0;50.0;42.0;NA;58.0;50.0;0.0;76.0;73.0;44.0;NA;29.0;44.0;34.0;0.0;30.0;51.0;50.0;Active (BEng)
11203472;63.0;0.0;NA;60.0;NA;NA;63.0;NA;70.0;64.0;NA;77.0;86.0;57.0;75.0;57.0;78.0;69.0;59.0;60.0;65.0;67.0;NA;51.0;80.0;53.0;NA;50.0;NA;43.0;NA;NA;63.0;NA;67.0;57.0;50.0;50.0;37.0;52.0;61.0;Active (BEng)
11203511;50.0;50.0;33.0;NA;76.0;72.0;NA;50.0;58.0;56.0;NA;64.0;75.0;NA;NA;NA;NA;NA;NA;NA;50.0;70.0;NA;50.0;53.0;62.0;NA;54.0;52.0;NA;77.0;73.0;50.0;33.0;59.0;62.0;52.0;40.0;32.0;41.0;59.0;Active (BEng)
11203685;42.0;70.0;NA;0.0;70.0;78.0;33.0;NA;50.0;53.0;NA;69.0;88.0;NA;NA;NA;NA;NA;NA;NA;61.0;62.0;76.0;62.0;0.0;53.0;41.0;41.0;NA;0.0;50.0;61.0;0.0;NA;61.0;50.0;50.0;37.0;0.0;0.0;52.0;Active (BEng)
11203791;54.0;NA;26.0;53.0;NA;65.0;NA;53.0;NA;50.0;28.0;61.0;90.0;NA;NA;NA;NA;NA;NA;NA;56.0;NA;NA;NA;68.0;NA;NA;NA;39.0;NA;60.0;68.0;NA;51.0;55.0;67.0;36.0;64.0;59.0;70.0;56.0;Graduated_1
11203847;73.0;79.0;66.0;NA;81.0;80.0;NA;71.0;NA;NA;63.0;81.0;99.0;NA;NA;NA;NA;NA;NA;NA;75.0;74.0;NA;NA;NA;67.0;NA;NA;51.0;NA;78.0;79.0;60.0;NA;68.0;78.0;66.0;92.0;89.0;83.0;89.0;Graduated_0
11203872;50.0;57.0;NA;51.0;NA;84.0;66.0;NA;56.0;55.0;NA;66.0;75.0;NA;NA;NA;NA;NA;NA;NA;65.0;66.0;63.0;54.0;76.0;63.0;50.0;64.0;NA;43.0;46.0;NA;40.0;NA;69.0;58.0;57.0;51.0;50.0;58.0;50.0;Graduated_1
11204207;NA;NA;NA;51.0;0.0;NA;NA;NA;NA;28.0;53.0;NA;NA;58.0;NA;NA;50.0;64.0;NA;50.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;32.0;NA;NA;NA;NA;NA;Graduated (T)
11204215;50.0;62.0;NA;54.0;NA;NA;61.0;NA;58.0;55.0;NA;66.0;95.0;72.0;73.0;69.0;78.0;76.0;72.0;81.0;69.0;65.0;72.0;71.0;65.0;50.0;58.0;63.0;NA;53.0;NA;NA;75.0;NA;50.0;57.0;52.0;47.0;55.0;0.0;45.0;Graduated_1
11204916;62.0;64.0;65.0;NA;70.0;77.0;NA;60.0;64.0;57.0;NA;NA;100.0;NA;NA;NA;NA;NA;NA;NA;53.0;75.0;NA;NA;75.0;NA;NA;NA;NA;NA;66.0;74.0;61.0;63.0;72.0;71.0;67.0;69.0;76.0;66.0;68.0;Graduated_0
11204967;32.0;50.0;27.0;NA;54.0;70.0;64.0;44.0;44.0;NA;44.0;85.0;86.0;NA;NA;NA;NA;NA;NA;NA;33.0;61.0;NA;NA;43.0;41.0;50.0;NA;32.0;NA;51.0;65.0;50.0;NA;50.0;44.0;0.0;51.0;45.0;51.0;58.0;Graduated_3
11205131;NA;NA;NA;48.0;NA;77.0;35.0;45.0;NA;52.0;NA;NA;98.0;NA;NA;NA;NA;NA;NA;NA;62.0;NA;83.0;NA;77.0;NA;NA;37.0;NA;0.0;55.0;75.0;38.0;NA;33.0;40.0;40.0;NA;NA;NA;0.0;Graduated (T)
11205352;59.0;66.0;NA;55.0;NA;NA;71.0;NA;67.0;56.0;NA;75.0;75.0;53.0;67.0;77.0;65.0;63.0;58.0;73.0;72.0;65.0;57.0;65.0;78.0;57.0;61.0;83.0;NA;55.0;NA;NA;66.0;NA;64.0;51.0;62.0;69.0;75.0;68.0;71.0;Graduated_1
11205492;55.0;60.0;NA;52.0;NA;NA;63.0;NA;65.0;50.0;NA;58.0;88.0;69.0;69.0;56.0;76.0;69.0;71.0;87.0;57.0;68.0;NA;NA;NA;39.0;NA;NA;NA;50.0;NA;NA;61.0;NA;59.0;53.0;50.0;40.0;50.0;50.0;53.0;Active (BEng)
11205734;52.0;50.0;NA;54.0;69.0;71.0;55.0;NA;NA;61.0;NA;53.0;90.0;NA;NA;NA;NA;NA;NA;NA;72.0;70.0;NA;60.0;62.0;60.0;NA;70.0;NA;0.0;50.0;59.0;50.0;NA;65.0;60.0;50.0;58.0;66.0;59.0;51.0;Graduated_0
11206013;35.0;65.0;NA;50.0;NA;NA;59.0;NA;54.0;50.0;NA;58.0;97.0;58.0;62.0;68.0;50.0;60.0;64.0;62.0;62.0;71.0;64.0;42.0;59.0;38.0;50.0;57.0;NA;50.0;NA;NA;52.0;NA;54.0;54.0;36.0;41.0;34.0;50.0;52.0;Graduated_3
11206153;60.0;55.0;NA;60.0;65.0;66.0;65.0;NA;63.0;76.0;NA;54.0;66.0;NA;NA;NA;NA;NA;NA;NA;71.0;68.0;71.0;71.0;53.0;69.0;67.0;62.0;NA;59.0;NA;NA;59.0;NA;64.0;69.0;55.0;66.0;59.0;58.0;59.0;Graduated_0
11206404;74.0;NA;70.0;NA;NA;79.0;NA;97.0;NA;NA;89.0;76.0;93.0;NA;NA;NA;NA;NA;NA;NA;67.0;NA;NA;NA;86.0;NA;NA;NA;61.0;NA;77.0;66.0;71.0;86.0;79.0;85.0;78.0;93.0;83.0;92.0;89.0;Graduated_0
11206412;80.0;55.0;NA;56.0;NA;NA;78.0;NA;NA;59.0;NA;75.0;88.0;61.0;72.0;64.0;75.0;52.0;70.0;71.0;78.0;71.0;NA;NA;NA;50.0;NA;NA;NA;64.0;NA;NA;66.0;NA;64.0;63.0;50.0;63.0;77.0;50.0;71.0;Graduated_1
11206692;53.0;66.0;50.0;NA;53.0;75.0;NA;61.0;NA;NA;60.0;63.0;86.0;NA;NA;NA;NA;NA;NA;NA;50.0;63.0;NA;NA;51.0;51.0;66.0;72.0;50.0;NA;57.0;59.0;0.0;57.0;50.0;70.0;67.0;75.0;53.0;65.0;65.0;Graduated_1
